program,course_code,title,category,academic_year,semester,credits,language,course_url,description,skills_tags,type_of_exam
Business Administration / Law & Economics,4.797,Skills: Interpreting Statistical Data from Behavioural Research,Skills,2026.0,Spring,2.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,797,1.00.pdf",Course on interpreting statistical data in behavioral research using SPSS and applied analysis.,"statistics, data analysis, SPSS, behavioral science, research",Portfolio (100%)
Business Administration / Law & Economics,4.798,Skills: Pax Ludens - International Negotiation Management,Skills,2026.0,Spring,2.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,798,1.00.pdf",Intensive course using simulations to develop negotiation skills in business and geopolitical contexts.,"negotiation, strategy, decision-making, geopolitics, communication",Written work (60%) + presentation (40%)
Business Administration / Law & Economics,4.799,Skills: Programming - Introduction Level,Skills,2026.0,Spring,2.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,799,1.00.pdf",Introductory programming course covering basic coding concepts and problem-solving using multiple languages.,"programming, coding, problem solving, software development",Programming tasks (50%) + group project (50%)
Business Administration / Law & Economics,4.794,Skills: DreamTeam - Mentoringprogramm für die nächste Generation (Teil 2),Skills,2026.0,Spring,8.0,German,https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/CourseInformationSheet.ashx?HsgEntityId=8ba188ac-e157-4400-8454-48bad748f8bf,Mentoring program combining social engagement with leadership and personal development through real-world interaction.,"leadership, mentoring, empathy, communication, social impact",Portfolio (100%)
Business Administration / Law & Economics,4.81,Englisch C2,Languages,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,810,1.01.pdf",Advanced English course for professional and academic contexts with strong focus on business communication.,"english, business communication, writing, speaking, professional skills",Written exam (67%) + oral exam (33%)
Business Administration / Law & Economics,4.814,Englisch C1,Languages,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,814,1.01.pdf","Business-oriented English course focused on employability, communication and professional scenarios.","english, communication, negotiation, business skills, presentation",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.811,Englisch C2 (Lawyers),Languages,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,811,1.00.pdf","Specialized legal English course covering contracts, company law and international legal communication.","legal english, law, contracts, communication, legal writing",Written exam (67%) + oral exam (33%)
Business Administration / Law & Economics,4.826,Französisch B2,Languages,2026.0,Spring,4.0,French,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,826,1.01.pdf","Intermediate French course with focus on business communication, including business plans and professional writing.","french, business communication, grammar, writing, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.824,Französisch C1,Languages,2026.0,Spring,4.0,French,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,824,1.00.pdf","Advanced French course focused on professional communication, reports and business topics.","french, communication, business, writing, analysis",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.82,Französisch C2,Languages,2026.0,Spring,4.0,French,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,820,1.00.pdf",High-level French course focusing on economic topics and advanced written and oral expression.,"french, economics, writing, speaking, analysis",Written exam (67%) + oral exam (33%)
Business Administration / Law & Economics,4.836,Italienisch B1,Languages,2026.0,Spring,4.0,Italian,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,836,1.01.pdf",Beginner-intermediate Italian course focusing on communication in everyday and academic contexts.,"italian, communication, grammar, vocabulary, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.83,Italienisch C1,Languages,2026.0,Spring,4.0,Italian,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,830,1.00.pdf",Advanced Italian course focused on business communication and economic contexts.,"italian, business communication, writing, speaking, economics",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.844,Spanisch B2,Languages,2026.0,Spring,4.0,Spanish,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,844,1.01.pdf",Upper-intermediate Spanish course focused on communication in academic and business contexts.,"spanish, communication, grammar, writing, speaking, business",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.842,Spanisch C1,Languages,2026.0,Spring,4.0,Spanish,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,842,1.00.pdf","Advanced Spanish course with focus on business topics, communication and socio-economic discussions.","spanish, business communication, writing, speaking, analysis",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.846,Spanisch B1,Languages,2026.0,Spring,4.0,Spanish,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,846,1.01.pdf",Extended beginner Spanish course focused on foundational grammar and communication skills.,"spanish, grammar, communication, vocabulary, writing",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.864,Chinesisch A1,Languages,2026.0,Spring,4.0,Chinese,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,864,1.01.pdf",Introductory Chinese course covering basic communication and character recognition.,"chinese, basics, communication, characters, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.872,Japanisch A1,Languages,2026.0,Spring,4.0,Japanese,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,872,1.00.pdf","Introductory Japanese course focusing on basic grammar, vocabulary and everyday communication.","japanese, basics, grammar, communication, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.852,Portugiesisch B1,Languages,2026.0,Spring,4.0,Portuguese,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,852,1.00.pdf",Intermediate Portuguese course focused on communication in academic and business contexts.,"portuguese, communication, business, grammar, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.874,Japanisch B1,Languages,2026.0,Spring,4.0,Japanese,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,874,1.00.pdf","Intermediate Japanese course focused on communication, grammar and Kanji expansion.","japanese, communication, grammar, kanji, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.884,Russisch A1,Languages,2026.0,Spring,4.0,Russian,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,884,1.00.pdf",Beginner Russian course focused on everyday communication and basic grammar.,"russian, basics, communication, grammar, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.886,Russisch B1,Languages,2026.0,Spring,4.0,Russian,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,886,1.00.pdf",Intermediate Russian course focusing on communication in academic and social contexts.,"russian, communication, grammar, writing, speaking",Written exam (50%) + oral exam (50%)
Business Administration / Law & Economics,4.892,Arabisch A1,Languages,2026.0,Spring,4.0,Arabic,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,892,1.00.pdf","Introductory Arabic course focusing on alphabet, pronunciation and basic communication.","arabic, basics, alphabet, communication, speaking",Written exam (50%) + oral exam (50%)
Law & Economics,4.4,Methoden und Arbeitstechnik,Compulsory,2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,400,1.00.pdf","Course on legal research methods and academic writing including citation, legal methodology, comparative law, legal policy and AI in legal research.","legal research, academic writing, citation, legal methodology, comparative law, legal policy, AI in law, research proposal",Portfolio (100%)
Law & Economics,4.2,Mikroökonomik III,Compulsory,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,200,1.00.pdf","Advanced microeconomics covering choice under uncertainty, information economics, adverse selection, moral hazard, signaling and applications to insurance and portfolio decisions.","microeconomics, decision under uncertainty, information economics, asymmetric information, adverse selection, moral hazard, signaling, expected utility, game theory",Written exam (75%) + written work (25%)
Law & Economics,4.13,Corporate Finance (BBWL),Compulsory,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,130,1.00.pdf","Introduction to corporate finance covering risk and return, portfolio theory, CAPM, valuation, capital structure, bonds, credit risk, risk management and corporate governance.","corporate finance, valuation, risk and return, portfolio theory, CAPM, cost of capital, capital structure, credit risk, risk management, corporate governance, market efficiency",Written exam (100%)
Law & Economics,6.512,Integrationsleistung Corporate Governance,Core Elective,2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,512,1.00.pdf","Three-day block seminar on corporate governance covering the board of directors, control and assurance processes, shareholder meetings and ESG with a simulated general assembly.","corporate governance, board of directors, risk management, compliance, internal audit, external audit, shareholder meeting, ESG, stakeholder management",Presentation (100%)
Law & Economics,6.51,Integrationsleistung Unternehmenstransaktionen,Core Elective,2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,510,1.00.pdf","Course on M&A transactions at the intersection of corporate law and tax law covering contract, corporate, capital market and tax aspects in listed and private companies.","M&A, mergers and acquisitions, corporate law, tax law, contract law, capital markets law, private equity, transaction structuring, due diligence",Written exam (100%)
Law & Economics,6.526,Integrationsleistung Private Equity,Core Elective,2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,526,1.00.pdf","Three-day course on private equity covering general partners, limited partners, regulation, tax law, financial advisory and M&A legal advisory with practical case studies.","private equity, venture capital, buyouts, M&A, financial advisory, legal advisory, regulation, tax law, fund structuring, investment analysis",Written work (100%)
